Entity,Code,Year,"Number of daily smokers - both (IHME, GHDx (2012))"
Vietnam,VNM,2008,13330130
Vietnam,VNM,2009,13515037
Vietnam,VNM,2010,13748889
Vietnam,VNM,2011,14091375
Vietnam,VNM,2012,14464714
World,OWID_WRL,1980,720677620
World,OWID_WRL,1981,735616954
World,OWID_WRL,1982,751462004
World,OWID_WRL,1983,767196994
World,OWID_WRL,1984,781975779
World,OWID_WRL,1985,794518590
World,OWID_WRL,1986,806649682
World,OWID_WRL,1987,818725556
World,OWID_WRL,1988,830649030
World,OWID_WRL,1989,842250889
World,OWID_WRL,1990,853619292
World,OWID_WRL,1991,864955863
World,OWID_WRL,1992,876037585
World,OWID_WRL,1993,886638113
World,OWID_WRL,1994,895401851
World,OWID_WRL,1995,904394638
World,OWID_WRL,1996,914102417
World,OWID_WRL,1997,917432987
World,OWID_WRL,1998,920502336
World,OWID_WRL,1999,922391331
World,OWID_WRL,2000,920970035
World,OWID_WRL,2001,919667321
World,OWID_WRL,2002,919015114
World,OWID_WRL,2003,920175120
World,OWID_WRL,2004,922674725
World,OWID_WRL,2005,923889703
World,OWID_WRL,2006,923605535
World,OWID_WRL,2007,922136030
World,OWID_WRL,2008,923974257
World,OWID_WRL,2009,929390882
World,OWID_WRL,2010,938591580
World,OWID_WRL,2011,951726906
World,OWID_WRL,2012,967313733
Yemen,YEM,1980,813279
Yemen,YEM,1981,828801
Yemen,YEM,1982,847057
Yemen,YEM,1983,866642
Yemen,YEM,1984,887229
Yemen,YEM,1985,910229
Yemen,YEM,1986,933279
Yemen,YEM,1987,956611
Yemen,YEM,1988,985953
Yemen,YEM,1989,1026774
Yemen,YEM,1990,1079658
Yemen,YEM,1991,1152094
Yemen,YEM,1992,1238039
Yemen,YEM,1993,1332684
Yemen,YEM,1994,1423870
Yemen,YEM,1995,1502385
Yemen,YEM,1996,1564710
Yemen,YEM,1997,1582492
Yemen,YEM,1998,1594389
Yemen,YEM,1999,1606026
Yemen,YEM,2000,1617865
Yemen,YEM,2001,1628756
Yemen,YEM,2002,1634223
Yemen,YEM,2003,1577194
Yemen,YEM,2004,1531250
Yemen,YEM,2005,1499234
Yemen,YEM,2006,1529959
Yemen,YEM,2007,1578415
Yemen,YEM,2008,1642342
Yemen,YEM,2009,1719907
Yemen,YEM,2010,1804053
Yemen,YEM,2011,1906588
Yemen,YEM,2012,2017418
Zambia,ZMB,1980,381862
Zambia,ZMB,1981,392102
Zambia,ZMB,1982,402531
Zambia,ZMB,1983,413974
Zambia,ZMB,1984,425153
Zambia,ZMB,1985,436707
Zambia,ZMB,1986,448016
Zambia,ZMB,1987,460008
Zambia,ZMB,1988,472417
Zambia,ZMB,1989,484288
Zambia,ZMB,1990,495861
Zambia,ZMB,1991,507070
Zambia,ZMB,1992,518027
Zambia,ZMB,1993,529444
Zambia,ZMB,1994,540621
Zambia,ZMB,1995,553012
Zambia,ZMB,1996,566447
Zambia,ZMB,1997,577881
Zambia,ZMB,1998,589503
Zambia,ZMB,1999,600339
Zambia,ZMB,2000,609767
Zambia,ZMB,2001,617373
Zambia,ZMB,2002,620853
Zambia,ZMB,2003,616123
Zambia,ZMB,2004,631444
Zambia,ZMB,2005,652548
Zambia,ZMB,2006,679278
Zambia,ZMB,2007,709207
Zambia,ZMB,2008,736308
Zambia,ZMB,2009,763878
Zambia,ZMB,2010,792719
Zambia,ZMB,2011,822985
Zambia,ZMB,2012,854674
Zimbabwe,ZWE,1980,491356
Zimbabwe,ZWE,1981,506488
Zimbabwe,ZWE,1982,523222
Zimbabwe,ZWE,1983,541334
Zimbabwe,ZWE,1984,560558
Zimbabwe,ZWE,1985,580638
Zimbabwe,ZWE,1986,601239
Zimbabwe,ZWE,1987,622283
Zimbabwe,ZWE,1988,643066
Zimbabwe,ZWE,1989,662410
Zimbabwe,ZWE,1990,679641
Zimbabwe,ZWE,1991,694041
Zimbabwe,ZWE,1992,705675
Zimbabwe,ZWE,1993,715795
Zimbabwe,ZWE,1994,725476
Zimbabwe,ZWE,1995,735497
Zimbabwe,ZWE,1996,746347
Zimbabwe,ZWE,1997,762272
Zimbabwe,ZWE,1998,776076
Zimbabwe,ZWE,1999,786396
Zimbabwe,ZWE,2000,793598
Zimbabwe,ZWE,2001,798383
Zimbabwe,ZWE,2002,801574
Zimbabwe,ZWE,2003,805529
Zimbabwe,ZWE,2004,820406
Zimbabwe,ZWE,2005,834811
Zimbabwe,ZWE,2006,840209
Zimbabwe,ZWE,2007,839424
Zimbabwe,ZWE,2008,839607
Zimbabwe,ZWE,2009,845442
Zimbabwe,ZWE,2010,860929
Zimbabwe,ZWE,2011,888279
Zimbabwe,ZWE,2012,929016
